@RELATION svm_speech_non_speech
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {speech,non_speech}

@DATA
0.186060,0.025775,3.123955,0.276823,0.231863,1.609405,0.010690,0.354964,-24.203849,1.730247,0.311672,0.432198,-0.074766,0.089201,-0.270424,0.063052,-0.125542,0.007290,-0.183683,0.012345,-0.130846,0.017855,0.003563,0.050133,0.027009,0.022863,0.032248,0.030064,0.003037,0.006251,0.013214,0.021129,0.004356,0.026765,-0.002262,-0.000590,0.005254,-0.000333,0.000501,-0.005077,0.000132,0.001738,-0.022611,0.005828,0.013978,-0.004925,0.008406,0.011743,-0.003014,0.013232,0.008077,-0.003061,-0.013906,-0.012420,-0.003603,0.000720,0.000031,0.001262,0.000085,-0.000327,0.000247,0.000853,0.000028,-0.000681,-0.000068,-0.000116,0.000035,0.000193,0.062477,0.027241,0.207647,0.049822,0.024883,0.460917,0.008495,0.168985,2.017176,0.508604,0.651203,0.488658,0.277276,0.309184,0.249202,0.258104,0.229995,0.300803,0.227066,0.239857,0.222326,0.018486,0.003369,0.037633,0.035531,0.029222,0.028386,0.026543,0.003250,0.006355,0.015145,0.020252,0.006275,0.009436,0.071121,0.024031,0.284305,0.045510,0.017779,0.521465,0.009225,0.166341,1.503523,0.472935,0.476584,0.439821,0.253431,0.266582,0.311330,0.259194,0.225637,0.269068,0.261667,0.265559,0.247256,0.019411,0.004349,0.049325,0.035078,0.037581,0.026518,0.029447,0.003209,0.008088,0.013014,0.022212,0.007224,0.010779,speech
0.234940,0.019117,2.976031,0.292517,0.200410,1.962568,0.013669,0.380193,-25.587889,1.137288,-1.000979,0.102897,-0.405943,-0.112559,-0.252965,0.014716,-0.331352,-0.018972,-0.179812,-0.035601,-0.183168,0.024226,0.009222,0.030166,0.013098,0.010582,0.013839,0.017836,0.006600,0.009457,0.008427,0.013587,0.012724,0.015996,-0.001458,-0.000420,-0.001828,-0.001762,0.000190,-0.011023,-0.000333,-0.006159,-0.159465,0.020806,0.004466,0.018987,0.020888,-0.033237,0.002028,-0.009333,0.009423,-0.012762,-0.009017,-0.011451,0.005793,0.000120,0.000283,0.001217,0.000662,-0.000340,-0.000121,-0.000391,0.000116,-0.000245,0.000121,-0.000007,-0.000801,-0.000217,0.060845,0.021567,0.361986,0.039603,0.031922,0.363806,0.007573,0.114206,2.878040,0.645931,0.860834,0.612904,0.485316,0.393248,0.292440,0.415822,0.350822,0.299294,0.434605,0.509963,0.432625,0.028686,0.007585,0.024615,0.012519,0.009243,0.015271,0.018714,0.008751,0.009060,0.012582,0.014549,0.014913,0.007536,0.081198,0.020904,0.484086,0.043952,0.029208,0.455514,0.009068,0.146044,1.684087,0.800603,0.754567,0.593266,0.562541,0.425040,0.339744,0.452570,0.396100,0.426046,0.492903,0.560004,0.459310,0.035129,0.011916,0.029319,0.015641,0.013147,0.022172,0.023836,0.013507,0.013243,0.016965,0.021137,0.021352,0.010006,speech
0.195517,0.021802,3.034860,0.269593,0.207114,1.584764,0.012866,0.303764,-24.761827,1.720819,-0.548255,0.114797,-0.290856,0.281982,-0.089802,0.001384,-0.311483,0.125902,-0.254542,-0.014413,-0.036049,0.015311,0.006260,0.030003,0.017063,0.027543,0.013395,0.020910,0.003476,0.007564,0.028827,0.021431,0.007183,0.023162,-0.006948,-0.000041,-0.011790,-0.004917,0.000982,-0.072553,0.000315,-0.018750,-0.065217,0.056901,0.056705,-0.004310,0.011122,0.016472,0.020122,-0.006106,-0.005901,0.020619,0.025546,-0.004974,0.004863,-0.000090,-0.001341,0.005149,-0.000402,0.000746,0.000174,0.000586,-0.000177,0.000232,0.000339,0.001236,-0.000282,0.001147,0.067433,0.025600,0.321618,0.047394,0.029487,0.568440,0.008130,0.141087,1.744991,0.645687,0.924749,0.476288,0.424949,0.305623,0.288155,0.231027,0.308909,0.270823,0.244165,0.250798,0.272867,0.016936,0.011067,0.030855,0.018613,0.037973,0.012992,0.023169,0.004025,0.010014,0.027392,0.017482,0.006903,0.010666,0.053339,0.031149,0.459833,0.044983,0.028052,0.525778,0.010065,0.120590,1.707894,0.632612,0.821806,0.460706,0.510048,0.348991,0.351539,0.260672,0.270457,0.315425,0.256044,0.268790,0.287892,0.019049,0.015838,0.026146,0.019794,0.036829,0.013241,0.027173,0.005024,0.011776,0.025726,0.017596,0.009795,0.008610,speech
0.162991,0.011134,3.144917,0.257713,0.235843,1.437910,0.010503,0.307250,-26.668733,1.841281,0.203812,0.341534,-0.097261,0.269587,0.018194,0.081324,-0.204195,0.243131,-0.063110,-0.050122,-0.128955,0.038277,0.002077,0.079709,0.007988,0.019838,0.007602,0.045511,0.001503,0.003737,0.015386,0.035506,0.005745,0.034428,-0.009357,-0.000015,0.006630,-0.006869,-0.001976,-0.071692,0.000310,-0.021333,-0.118398,0.047090,0.037636,0.049811,0.002898,0.020866,-0.049512,0.009535,-0.029944,0.029921,0.015821,-0.032100,-0.039171,-0.000236,0.000052,-0.005616,-0.001377,0.005359,-0.000157,0.003627,-0.000099,0.000303,0.001857,0.005009,-0.000036,-0.000382,0.062115,0.012531,0.139242,0.036363,0.015092,0.403504,0.005722,0.128785,1.338183,0.457294,0.344205,0.341366,0.228542,0.165806,0.156599,0.213132,0.183783,0.146319,0.121360,0.243630,0.272717,0.044196,0.002682,0.048067,0.010581,0.016611,0.005976,0.023999,0.001234,0.002898,0.006253,0.024403,0.006619,0.012221,0.059176,0.013833,0.215331,0.034226,0.019713,0.312585,0.007886,0.118018,1.148871,0.457120,0.438288,0.308673,0.282752,0.212691,0.227562,0.232615,0.197430,0.179631,0.149242,0.280202,0.210763,0.040027,0.003468,0.062434,0.017098,0.018206,0.008639,0.026427,0.001857,0.003492,0.010179,0.026486,0.007899,0.013786,speech
0.148977,0.011956,3.013027,0.236001,0.207685,1.389126,0.010156,0.265250,-25.993755,2.187354,-0.223832,0.423500,-0.088219,0.323391,-0.301526,0.081127,-0.062250,0.052239,-0.087559,-0.001556,-0.066527,0.017232,0.005508,0.047524,0.021900,0.025925,0.010964,0.038014,0.005271,0.006462,0.016805,0.039119,0.009898,0.024322,-0.003446,-0.000650,0.005975,-0.000670,0.001051,-0.029565,0.000041,-0.004042,-0.158939,0.002539,0.047670,0.022196,-0.013047,0.000965,0.028886,0.005959,0.018815,-0.007799,0.015994,-0.000198,-0.024449,0.000148,-0.000473,-0.000041,0.000020,0.000320,-0.000593,-0.000109,-0.000169,-0.000279,-0.000270,0.003367,-0.000374,0.000534,0.045311,0.013605,0.231845,0.036813,0.020703,0.457057,0.006715,0.115674,1.626143,0.476541,0.531341,0.369123,0.311391,0.336036,0.356596,0.246429,0.237214,0.215047,0.204215,0.193511,0.210094,0.012527,0.006030,0.028249,0.029689,0.021057,0.009016,0.031877,0.006120,0.005080,0.011029,0.029217,0.014215,0.009609,0.063999,0.012976,0.296049,0.051125,0.020796,0.640617,0.008684,0.165269,1.219120,0.645457,0.513997,0.352448,0.264097,0.397045,0.298452,0.305570,0.282017,0.269084,0.259414,0.244865,0.208165,0.016698,0.009653,0.035747,0.035901,0.028574,0.011465,0.039539,0.007562,0.006952,0.016245,0.032540,0.020449,0.014474,speech
0.089576,0.015706,3.088812,0.237654,0.315501,0.375222,0.003988,0.042309,-23.798382,2.244497,0.137178,0.231275,-0.035745,0.122562,0.008822,-0.040716,-0.067452,0.091036,0.232894,0.183730,0.013678,0.011439,0.002353,0.066228,0.011109,0.026745,0.010309,0.090724,0.002128,0.008216,0.012037,0.030634,0.004281,0.032462,0.000374,-0.000062,-0.000920,0.000112,0.000046,0.001236,0.000051,0.000363,0.002510,-0.002155,-0.005523,0.004094,-0.002213,-0.002808,-0.002347,0.004485,0.000967,0.004065,0.001447,-0.002217,0.008152,0.000169,0.000037,-0.000442,0.000043,0.000554,-0.000098,-0.001917,0.000013,0.000006,-0.000254,0.000696,0.000081,-0.000431,0.020727,0.011416,0.127323,0.020134,0.009432,0.124111,0.002337,0.016830,0.320182,0.272142,0.149703,0.183076,0.167359,0.203804,0.147404,0.134171,0.148071,0.148223,0.140905,0.135896,0.144177,0.010414,0.002212,0.039657,0.008979,0.018463,0.007206,0.044139,0.001969,0.006762,0.006812,0.026224,0.002927,0.010621,0.027637,0.014503,0.165029,0.026932,0.012485,0.138737,0.002848,0.018022,0.396395,0.358507,0.170903,0.260188,0.261073,0.251965,0.194736,0.145802,0.200481,0.197908,0.230192,0.199140,0.189183,0.014688,0.003339,0.054589,0.013101,0.020764,0.009676,0.062707,0.003023,0.008940,0.009596,0.034445,0.004490,0.015287,non_speech
0.081466,0.007565,3.101483,0.207819,0.282102,0.466401,0.004035,0.062886,-25.922699,1.966854,0.147346,0.079118,0.058522,0.190982,-0.044093,-0.033883,-0.071449,0.015874,0.259945,0.056332,-0.000256,0.012777,0.002442,0.050343,0.008544,0.026284,0.010480,0.072358,0.002385,0.011092,0.012844,0.025636,0.004541,0.025157,0.000726,-0.000004,-0.004510,0.000166,-0.000057,0.001938,0.000053,0.000318,-0.004802,-0.000825,-0.002741,0.000305,-0.004935,-0.003475,0.006730,-0.001370,-0.006827,-0.009171,0.005430,0.008190,0.002677,-0.000142,-0.000127,0.002000,-0.000266,0.000038,0.000107,-0.000731,-0.000037,0.000180,0.000018,-0.000868,0.000203,0.000130,0.018792,0.014217,0.213954,0.037273,0.045508,0.227047,0.001909,0.037315,1.581318,0.540299,0.261057,0.285963,0.259792,0.247267,0.165362,0.119193,0.152752,0.181358,0.180221,0.171954,0.145027,0.013141,0.001783,0.030952,0.006128,0.018612,0.009541,0.050938,0.002627,0.009623,0.009859,0.017203,0.003286,0.012572,0.019876,0.012107,0.288966,0.021354,0.022368,0.214038,0.002009,0.034236,0.828767,0.477849,0.283839,0.236196,0.220447,0.277057,0.246854,0.162180,0.205824,0.197686,0.209226,0.222403,0.198238,0.016051,0.002250,0.042793,0.008129,0.024414,0.013182,0.066954,0.003522,0.011529,0.014810,0.020359,0.004733,0.015120,non_speech
0.098117,0.061734,3.136454,0.250713,0.323389,0.431851,0.002590,0.047338,-21.517954,2.177096,0.071626,0.071544,-0.045561,0.134010,0.062178,-0.007711,-0.085305,-0.019361,0.188133,0.189294,-0.025981,0.013382,0.002797,0.095720,0.012849,0.026084,0.008198,0.065395,0.002797,0.007745,0.008936,0.020497,0.005134,0.031179,0.000870,-0.001115,0.011696,0.000490,0.000787,-0.001680,0.000205,-0.001059,-0.021083,0.020578,-0.035213,-0.001561,0.010234,-0.007673,-0.029243,-0.016584,0.013291,0.022648,0.004831,-0.005103,-0.015385,0.001161,-0.000023,-0.005667,-0.000672,0.000339,-0.000019,0.002311,-0.000077,0.000438,-0.000858,0.000726,0.000490,-0.001490,0.014471,0.012298,0.089732,0.010945,0.005239,0.071325,0.001052,0.009609,0.206072,0.165655,0.203343,0.189679,0.150185,0.182939,0.173827,0.164170,0.215800,0.185072,0.198375,0.105324,0.148538,0.009652,0.002149,0.038785,0.006890,0.020957,0.005055,0.032530,0.001628,0.003531,0.005182,0.011742,0.005156,0.007884,0.024330,0.019557,0.143282,0.017437,0.008844,0.078057,0.001164,0.008149,0.358506,0.193097,0.142776,0.224207,0.213755,0.246129,0.216846,0.200657,0.299032,0.276844,0.239110,0.133688,0.163185,0.014597,0.003018,0.039532,0.010273,0.029906,0.007522,0.043800,0.002317,0.005008,0.006134,0.016233,0.008432,0.010776,non_speech
0.090529,0.012776,3.084408,0.208885,0.235418,0.881150,0.004052,0.137137,-27.126918,1.757210,0.100340,0.061088,-0.095724,0.187316,-0.082399,0.113926,0.012952,0.130370,0.018316,0.090211,-0.014485,0.007699,0.009364,0.029169,0.008266,0.032712,0.005864,0.045154,0.003435,0.009920,0.010636,0.013726,0.003801,0.016329,0.002620,-0.003976,-0.004293,0.004941,0.002727,0.035329,0.000050,0.006579,-0.116070,-0.089631,-0.004320,0.017955,-0.028351,-0.016679,0.003718,-0.004193,0.006787,-0.009626,0.007198,-0.004250,-0.001277,0.000180,0.000104,-0.000151,-0.000103,-0.003121,0.000055,-0.000467,0.000075,0.000433,-0.000161,-0.000138,0.000095,-0.000818,0.029762,0.033134,0.273732,0.046346,0.036864,0.454448,0.004096,0.087062,1.503069,0.743859,0.258197,0.283154,0.283439,0.220784,0.224263,0.225456,0.182274,0.166611,0.175419,0.152590,0.143864,0.006033,0.009379,0.019546,0.005748,0.021811,0.003870,0.028631,0.002937,0.007432,0.007108,0.010509,0.003663,0.008098,0.017067,0.027429,0.358727,0.030695,0.022571,0.504593,0.004513,0.105782,0.617563,0.474726,0.319180,0.338037,0.271335,0.271965,0.278144,0.210779,0.189332,0.195389,0.255513,0.224467,0.212032,0.008225,0.011035,0.023790,0.008145,0.026548,0.003156,0.035342,0.003786,0.011085,0.007796,0.014041,0.005004,0.007417,non_speech
0.121359,0.015490,3.228212,0.253402,0.274530,0.954205,0.001728,0.170349,-22.791516,1.678080,-0.107025,0.190925,-0.078278,0.124433,-0.059884,0.021527,0.075885,0.060084,0.089885,0.011908,-0.081121,0.008665,0.005750,0.028515,0.009473,0.018815,0.011256,0.055656,0.005014,0.006726,0.016856,0.012459,0.012841,0.015466,0.010356,-0.001547,-0.010417,0.004604,0.002758,0.048855,-0.000157,0.007373,-0.137346,-0.035655,-0.025053,-0.026904,0.162915,0.057567,-0.076085,0.024013,-0.004395,0.042817,0.087741,-0.024286,0.028114,0.001156,-0.008448,-0.006209,0.002428,-0.004043,0.000775,0.005478,0.000518,-0.001167,0.006893,-0.013546,0.007488,-0.000575,0.007278,0.002401,0.039331,0.007863,0.006375,0.144826,0.000331,0.032586,0.209011,0.136330,0.134142,0.107183,0.082728,0.082507,0.066353,0.069352,0.078989,0.070238,0.073731,0.060505,0.063799,0.003656,0.002557,0.005512,0.002301,0.008382,0.003029,0.015831,0.001877,0.002329,0.003352,0.005421,0.002012,0.003896,0.006563,0.002268,0.057803,0.005606,0.006405,0.142750,0.000355,0.031322,0.119569,0.109697,0.128157,0.142677,0.081692,0.090920,0.094207,0.091345,0.089481,0.076721,0.119402,0.088462,0.091042,0.005200,0.003233,0.005958,0.003286,0.010402,0.004383,0.018915,0.002728,0.001996,0.004999,0.007626,0.002713,0.003994,non_speech
0.103868,0.000743,3.124545,0.219021,0.251342,0.828746,0.002189,0.133099,-27.374721,1.499288,0.033622,0.228810,-0.282878,0.099800,0.000451,-0.099356,0.119573,-0.051363,0.044762,0.119639,-0.079868,0.013327,0.006191,0.020326,0.012410,0.021293,0.010088,0.036565,0.004154,0.011325,0.013409,0.019050,0.007602,0.012010,-0.000862,0.000008,-0.001629,-0.001066,-0.000267,-0.014263,0.000060,-0.003085,0.025594,0.015260,-0.012911,-0.010245,-0.008350,0.000382,0.006026,0.007661,0.005553,-0.000785,-0.002474,-0.003507,0.000393,0.000725,-0.000014,-0.000228,-0.000058,0.000046,0.000083,-0.000036,0.000251,0.000297,0.000094,-0.000804,0.000316,-0.000044,0.014959,0.000747,0.282152,0.026609,0.022713,0.203886,0.000639,0.038361,0.971629,0.360733,0.210999,0.235629,0.270501,0.197388,0.193308,0.157252,0.188173,0.204957,0.131469,0.189523,0.159267,0.010589,0.004452,0.010139,0.007694,0.012729,0.008339,0.020585,0.004167,0.009206,0.006848,0.010329,0.004636,0.004898,0.019138,0.000991,0.492537,0.022141,0.022291,0.300187,0.000708,0.054855,0.849481,0.327804,0.284706,0.280528,0.377973,0.298894,0.268073,0.207837,0.248327,0.209796,0.188350,0.216136,0.246711,0.013109,0.006504,0.015279,0.010541,0.012972,0.012037,0.028198,0.005842,0.013957,0.009427,0.012395,0.006551,0.006816,non_speech
0.101267,0.036644,3.172561,0.236796,0.272410,0.653491,0.002087,0.087129,-21.893801,1.960606,0.038640,0.197157,-0.118944,0.092411,-0.092962,-0.114989,-0.054967,-0.007898,-0.004644,0.008177,-0.046090,0.010375,0.005387,0.023230,0.018355,0.036646,0.013555,0.064691,0.003530,0.008086,0.014552,0.017230,0.004159,0.020946,0.002632,-0.003079,0.005348,0.002514,0.000674,0.023030,-0.000028,0.004378,-0.049100,-0.026525,-0.004036,0.025270,0.026166,0.020691,0.009109,0.017452,-0.003971,0.009202,0.025703,0.003148,0.018811,-0.000530,-0.000191,-0.000668,-0.000247,0.000918,-0.000178,-0.010064,0.000194,0.001190,0.001468,-0.000041,0.000013,-0.002325,0.013235,0.010975,0.105326,0.013776,0.004621,0.140447,0.000597,0.027862,0.267451,0.187527,0.213712,0.162882,0.109470,0.141278,0.167668,0.154975,0.209297,0.157958,0.154975,0.166033,0.159284,0.006742,0.003891,0.013797,0.016229,0.024978,0.008148,0.034797,0.002698,0.006561,0.006871,0.008151,0.002852,0.008613,0.016838,0.012617,0.130717,0.013203,0.005200,0.145752,0.000744,0.030938,0.260819,0.229046,0.244195,0.254116,0.161934,0.193438,0.216742,0.186733,0.217354,0.201237,0.204645,0.255029,0.243617,0.009287,0.004969,0.019033,0.022826,0.026375,0.009956,0.057049,0.004035,0.008614,0.008164,0.009965,0.004319,0.013687,non_speech
0.066901,0.014606,3.061580,0.204854,0.279040,0.235398,0.010532,0.071915,-28.544660,1.396301,-1.143609,0.565606,0.147874,0.374018,-0.471213,-0.049114,0.893293,-0.316183,-0.606957,-0.005849,0.008399,0.018674,0.001711,0.015234,0.007984,0.002732,0.001235,0.060217,0.000341,0.000832,0.002957,0.011874,0.053367,0.028358,0.003743,-0.000054,0.002629,0.005389,0.003116,0.013179,0.000138,0.000975,-0.125649,-0.039539,0.014044,0.034994,0.040035,0.007369,-0.027443,-0.020633,-0.001915,-0.016883,-0.003428,0.010679,-0.010826,-0.001926,0.000002,0.001379,-0.001539,0.000046,0.000018,0.000600,0.000005,-0.000002,0.000004,-0.000002,0.000158,-0.000261,0.031799,0.035656,0.283451,0.056489,0.043130,0.365228,0.009805,0.055212,1.767576,0.757581,0.744573,0.384108,0.504124,0.301268,0.254990,0.270611,0.294217,0.214474,0.227088,0.223413,0.202257,0.027123,0.001463,0.019089,0.010464,0.004844,0.002315,0.075454,0.000295,0.000587,0.004710,0.012457,0.042695,0.017660,0.033375,0.039346,0.421782,0.062187,0.048382,0.397873,0.014553,0.065083,1.737385,0.854637,0.876471,0.425627,0.584085,0.364421,0.325039,0.269091,0.283565,0.216981,0.284463,0.246297,0.193867,0.031129,0.001886,0.020808,0.011266,0.006701,0.003406,0.078639,0.000426,0.000929,0.006674,0.015373,0.045050,0.019066,non_speech
0.753305,0.005281,3.213207,0.747355,0.207336,1.500664,0.001945,0.891508,-35.789865,0.197351,-0.168129,0.016396,-0.117558,0.049956,-0.084203,0.118086,0.029934,-0.025795,-0.031684,0.134696,-0.015295,0.002381,0.000554,0.006067,0.000884,0.001517,0.001809,0.010140,0.000729,0.001452,0.004250,0.002378,0.001076,0.004477,0.016190,-0.000292,-0.001951,0.008987,-0.004812,0.025756,0.000031,0.022694,-0.291071,-0.025768,0.050076,-0.068722,-0.021447,0.020275,-0.022535,0.032948,-0.021708,0.009482,0.030820,-0.009513,-0.011588,-0.000097,-0.000007,-0.002093,-0.000004,0.000086,0.000067,-0.004112,0.000016,-0.000082,-0.000054,-0.000131,-0.000104,-0.001189,0.130015,0.010957,0.264952,0.098888,0.042683,0.262718,0.001582,0.173515,3.031515,0.593373,0.337328,0.246714,0.184903,0.097848,0.205074,0.109750,0.188167,0.170357,0.157892,0.129967,0.121871,0.005741,0.001533,0.012834,0.001728,0.002747,0.002368,0.026827,0.000515,0.002030,0.014116,0.005299,0.002390,0.008333,0.083310,0.011589,0.390471,0.052409,0.026501,0.148314,0.001201,0.100502,1.731275,0.597234,0.356772,0.266590,0.197857,0.181476,0.213225,0.211964,0.207810,0.169915,0.175817,0.166451,0.168753,0.005949,0.002154,0.005715,0.002061,0.003031,0.003517,0.022486,0.000784,0.003096,0.017617,0.004338,0.002843,0.005912,non_speech
0.084721,0.006126,3.145149,0.184458,0.214582,0.643932,0.002465,0.109483,-24.707851,1.556731,-0.116711,0.146024,-0.501108,0.149190,0.056573,0.004234,0.147399,-0.107181,-0.056013,0.006987,-0.032645,0.034715,0.004503,0.019944,0.024713,0.021958,0.013394,0.027572,0.002610,0.005114,0.007235,0.016342,0.005709,0.015775,0.000953,-0.000042,0.001981,0.000990,0.000425,0.009472,0.000048,0.002904,-0.021812,-0.001036,-0.010639,0.004480,0.009172,-0.011094,-0.003281,0.006165,0.009843,0.018161,0.003169,0.013230,0.003538,-0.000264,-0.000040,0.000125,-0.000737,-0.000379,-0.001020,0.001534,0.000035,0.000115,-0.000007,0.000528,0.000065,0.000113,0.013717,0.005807,0.196768,0.017335,0.016935,0.217616,0.000985,0.052046,0.872528,0.433262,0.269561,0.248065,0.223539,0.230766,0.173278,0.215922,0.182279,0.226660,0.196601,0.130745,0.126613,0.015513,0.003646,0.013056,0.022734,0.014677,0.010338,0.018480,0.002054,0.002718,0.004167,0.010412,0.005300,0.006014,0.013969,0.004554,0.279900,0.015692,0.013261,0.274593,0.001208,0.070123,0.710363,0.459150,0.222086,0.294258,0.186994,0.293489,0.208231,0.272433,0.226282,0.223203,0.192186,0.160222,0.159559,0.016898,0.005432,0.016471,0.025062,0.017432,0.014962,0.023520,0.002952,0.003560,0.006285,0.011982,0.006933,0.006363,non_speech
