@RELATION svm_speech_non_speech
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {speech,non_speech}

@DATA
0.172341,0.017265,2.911673,0.239834,0.193338,1.483807,0.013697,0.277532,-25.222190,2.581015,-0.572291,-0.147115,-0.347606,-0.148157,0.214977,0.013370,-0.377593,0.470560,-0.201302,-0.086181,-0.263241,0.022116,0.009751,0.031336,0.022737,0.011906,0.013977,0.018390,0.010411,0.012982,0.013074,0.017643,0.009705,0.017647,-0.004335,-0.000008,0.001624,-0.003318,-0.000735,-0.020193,-0.000004,-0.006968,-0.030229,0.034506,-0.011054,0.008360,-0.002763,-0.006182,0.002652,-0.002573,0.003304,0.003348,0.007849,0.009211,0.000877,0.000412,0.000003,0.000360,-0.000946,0.000195,0.000362,0.000431,-0.000133,0.000199,0.000420,0.000527,0.000044,0.000054,0.074515,0.015478,0.381374,0.063891,0.035815,0.400077,0.005300,0.141079,1.654381,0.772407,0.973419,0.346082,0.588767,0.271081,0.412678,0.262968,0.340292,0.250532,0.282688,0.234850,0.209602,0.020892,0.015781,0.024812,0.017483,0.010613,0.011406,0.017555,0.017654,0.011745,0.012381,0.015984,0.013586,0.006684,0.086652,0.017815,0.607523,0.079991,0.041948,0.466575,0.007543,0.155739,1.784955,0.967364,0.882585,0.412209,0.549337,0.333660,0.413378,0.323845,0.298508,0.270107,0.319145,0.259528,0.276659,0.022979,0.022379,0.027124,0.023228,0.013703,0.015685,0.018810,0.021641,0.015249,0.018247,0.018117,0.017048,0.008471,speech
0.159148,0.012644,3.002893,0.235056,0.204741,1.418444,0.012784,0.231056,-25.725515,2.549595,-0.853859,-0.482746,-0.217410,-0.085154,0.118539,-0.186469,0.078463,-0.268542,0.177472,-0.013860,-0.309541,0.015049,0.018330,0.022738,0.012941,0.020775,0.023513,0.023314,0.006157,0.014075,0.006637,0.012056,0.013693,0.017232,0.000863,-0.000020,0.000795,0.001031,0.000164,0.015307,0.000064,0.004565,-0.001958,-0.011413,-0.037356,-0.006597,0.008109,-0.005396,0.019517,0.000813,-0.000259,-0.014924,-0.000738,0.000771,0.001559,-0.000697,0.000034,-0.000419,0.001098,0.000009,-0.000482,-0.000126,0.000519,-0.000299,-0.000670,-0.000791,-0.001099,-0.000294,0.033139,0.014990,0.329283,0.028040,0.020317,0.259060,0.004863,0.072716,1.934499,0.465119,0.515941,0.283783,0.444446,0.324139,0.289994,0.241405,0.265300,0.191029,0.205963,0.175800,0.181963,0.014614,0.020779,0.018554,0.012116,0.018483,0.020087,0.016825,0.006497,0.015929,0.005841,0.009749,0.019502,0.006739,0.039879,0.017814,0.546129,0.036172,0.023327,0.323778,0.006546,0.084428,2.024130,0.587552,0.476029,0.365071,0.473574,0.400096,0.412307,0.292412,0.377423,0.241736,0.251881,0.232798,0.252918,0.019687,0.026764,0.022067,0.018551,0.026923,0.026677,0.025029,0.009504,0.017576,0.007695,0.011457,0.031619,0.008457,speech
0.106516,0.006060,2.993800,0.218348,0.222973,0.910126,0.016271,0.173167,-27.799695,1.766060,0.122667,0.604241,0.103462,0.202183,-0.108017,0.120897,0.085968,0.061034,-0.056199,-0.028291,-0.207609,0.036678,0.004284,0.099957,0.004567,0.007254,0.003605,0.149050,0.003170,0.001447,0.005070,0.023621,0.004401,0.055427,-0.012406,-0.000064,0.055123,-0.008818,0.000911,-0.082239,0.001473,-0.021667,-0.281712,0.105115,0.078298,-0.045763,-0.009687,-0.006332,-0.025467,0.071761,0.084763,0.018371,0.011295,-0.028994,0.033782,-0.000158,-0.000012,0.025370,0.000018,0.001350,-0.000265,-0.019280,-0.000144,-0.000226,0.000095,-0.002416,-0.000038,-0.002378,0.058606,0.006486,0.201504,0.044561,0.020992,0.481525,0.008424,0.113515,1.465497,0.663119,0.471898,0.395860,0.234816,0.208251,0.235050,0.268712,0.167038,0.185446,0.154388,0.215644,0.255307,0.041470,0.006242,0.039759,0.002984,0.004737,0.003832,0.067163,0.004635,0.001479,0.005425,0.024585,0.006789,0.017662,0.063372,0.007243,0.325750,0.056905,0.024423,0.532500,0.013015,0.148072,1.497883,0.809425,0.541421,0.430104,0.273864,0.286747,0.348019,0.325186,0.207740,0.277760,0.202691,0.241366,0.262380,0.045999,0.007652,0.053041,0.004088,0.004914,0.005779,0.095137,0.005739,0.002431,0.007589,0.034245,0.008212,0.023161,speech
0.198935,0.009265,3.085764,0.272162,0.206280,1.666757,0.012552,0.312437,-26.932681,1.735795,-0.660279,-0.024151,0.085803,0.418757,0.032571,-0.083247,-0.118403,0.197374,-0.043401,-0.069991,-0.046925,0.013197,0.003595,0.024120,0.008721,0.012418,0.009015,0.033485,0.011821,0.011849,0.024936,0.019975,0.004297,0.018531,-0.001535,-0.000003,0.000995,-0.001288,-0.000710,0.000255,-0.000006,-0.002563,-0.035158,0.014498,-0.015045,0.007918,0.008881,0.003002,-0.001728,-0.005517,0.003814,0.005103,0.000930,-0.010300,-0.002575,-0.000003,-0.000193,-0.000400,0.000021,-0.000309,-0.000269,0.001449,0.000044,-0.000030,0.000166,-0.000401,0.000038,0.000253,0.097970,0.014239,0.290131,0.074468,0.029352,0.499916,0.007228,0.169056,2.349424,0.913376,0.768167,0.460358,0.337287,0.332373,0.277358,0.283119,0.267495,0.201931,0.205915,0.226319,0.248880,0.016437,0.005006,0.021753,0.007545,0.013236,0.010048,0.031849,0.016303,0.013638,0.018107,0.020662,0.005881,0.008545,0.088707,0.012218,0.436127,0.068926,0.031093,0.461845,0.009463,0.172152,1.931045,0.879562,0.719762,0.416385,0.386635,0.375518,0.322161,0.326763,0.309638,0.283239,0.240530,0.270748,0.288841,0.014184,0.007616,0.023644,0.011997,0.015128,0.013736,0.030184,0.020664,0.018628,0.023147,0.024834,0.008717,0.008550,speech
0.150434,0.009578,2.831531,0.256205,0.235919,1.148236,0.014891,0.217107,-29.041792,2.029307,0.312321,-0.080232,-0.054661,0.231834,0.107541,0.212654,-0.091963,0.104101,-0.076895,0.173728,-0.103604,0.015109,0.003832,0.049905,0.012448,0.031511,0.015595,0.082275,0.007537,0.005104,0.009678,0.014879,0.004566,0.034837,0.000175,-0.000012,-0.001863,0.000602,0.000281,0.005829,0.000006,0.000152,-0.063277,-0.010163,-0.000820,0.002238,-0.000542,0.003393,0.011050,0.009067,0.000456,0.001443,-0.003976,-0.005773,-0.004838,-0.000682,0.000029,-0.000050,-0.000001,-0.000013,-0.000107,0.002369,0.000005,-0.000020,0.000134,0.000211,-0.000012,0.000398,0.104870,0.009707,0.389663,0.074596,0.028814,0.552195,0.009705,0.158479,4.194692,0.856472,0.731631,0.405124,0.366321,0.312201,0.293269,0.240735,0.248038,0.196656,0.205884,0.177394,0.197610,0.022792,0.005035,0.041282,0.019027,0.035640,0.020439,0.069503,0.012212,0.005638,0.011591,0.011014,0.005194,0.017837,0.108864,0.011164,0.553233,0.084509,0.030278,0.574638,0.013034,0.165929,2.760375,0.928316,0.638999,0.501524,0.375228,0.363717,0.339651,0.312732,0.315511,0.253073,0.251606,0.206510,0.231970,0.024016,0.007266,0.045437,0.027389,0.041687,0.024869,0.057540,0.014306,0.005603,0.013347,0.014792,0.006855,0.017029,speech
0.133908,0.019194,2.845166,0.248865,0.232185,1.132270,0.020822,0.244146,-27.498637,2.349117,0.606656,-0.204385,-0.233205,0.204225,-0.214883,0.307024,-0.140451,0.106455,-0.067740,0.110984,-0.066481,0.019375,0.004566,0.043862,0.015702,0.022988,0.017129,0.064120,0.001550,0.008050,0.017039,0.023566,0.008960,0.031696,0.000585,-0.000244,-0.003629,-0.000091,0.000080,-0.001206,0.000138,-0.003458,-0.141365,-0.008545,0.001122,0.021587,-0.000904,-0.004349,-0.006661,-0.001465,0.004665,0.002241,0.004547,-0.004411,-0.008202,-0.000502,0.000065,0.000666,0.000021,-0.000003,0.000000,-0.001075,-0.000019,-0.000070,0.000054,0.001445,0.000084,-0.000267,0.087242,0.019721,0.388538,0.074011,0.034510,0.576919,0.012278,0.167156,4.013396,0.856474,0.627195,0.468566,0.359235,0.335108,0.292760,0.264260,0.219202,0.174882,0.207519,0.199487,0.185061,0.020784,0.005375,0.028890,0.024661,0.027466,0.021005,0.059239,0.002949,0.012224,0.019608,0.026042,0.009417,0.013284,0.106966,0.021188,0.548934,0.086472,0.044488,0.617152,0.015348,0.193540,3.045770,1.030082,0.506080,0.513909,0.401450,0.347283,0.378438,0.261333,0.287970,0.239654,0.273293,0.264593,0.194072,0.025767,0.007062,0.038320,0.034565,0.033618,0.030455,0.061132,0.004048,0.020696,0.024108,0.032746,0.012317,0.016680,speech
0.144946,0.022321,2.895820,0.229984,0.229424,1.055752,0.013691,0.199417,-26.511502,2.436155,1.025905,0.190676,-0.460996,0.636290,-0.245606,0.337609,-0.030023,0.127316,-0.302971,0.113402,-0.121355,0.015930,0.005762,0.080230,0.020681,0.031880,0.008527,0.040695,0.001514,0.002874,0.009180,0.040650,0.004573,0.032100,-0.013158,0.000543,0.061461,-0.030096,-0.006338,-0.295143,-0.000028,-0.085083,0.419005,0.379922,0.128920,0.037540,-0.054765,0.125429,-0.157741,0.083742,0.048174,-0.038700,0.018119,0.011506,-0.012647,0.001311,-0.000108,0.010187,0.000774,-0.000062,-0.000487,-0.002723,-0.000659,-0.000554,0.001253,0.012320,-0.000104,0.003116,0.063382,0.022310,0.244381,0.044778,0.025220,0.400734,0.008922,0.124192,2.511356,0.590093,0.565989,0.204755,0.387498,0.400865,0.267477,0.181457,0.285256,0.136657,0.163188,0.132140,0.138263,0.010224,0.007063,0.050340,0.024923,0.030112,0.012803,0.028308,0.002842,0.002990,0.005405,0.020566,0.005393,0.010543,0.078215,0.018233,0.295256,0.065961,0.029274,0.740890,0.013227,0.238208,1.860715,0.947209,0.812797,0.263294,0.375766,0.440646,0.337338,0.268355,0.279091,0.158150,0.198397,0.174158,0.192458,0.018618,0.008271,0.046459,0.034814,0.022629,0.016733,0.031864,0.003900,0.003994,0.006766,0.022785,0.005895,0.010740,speech
0.132832,0.018155,2.833389,0.242478,0.217687,1.355206,0.013621,0.260500,-26.300848,2.224316,0.127474,0.252220,-0.249658,0.453458,-0.009511,0.340782,-0.114702,0.015917,-0.203641,0.162361,-0.024694,0.015460,0.007312,0.075045,0.013212,0.029656,0.007657,0.052534,0.003426,0.005271,0.012127,0.023676,0.003977,0.031886,-0.001692,0.000000,-0.011064,-0.001092,0.000059,-0.011616,0.000146,-0.005250,0.039034,0.015602,-0.003435,-0.008653,0.004423,0.008501,0.009203,0.002523,0.006205,0.004598,0.010173,-0.001195,0.004247,-0.000401,0.000084,0.000077,0.000028,0.000034,-0.000032,-0.001018,-0.000016,-0.000000,-0.000124,0.001193,-0.000021,-0.000147,0.057172,0.020460,0.307858,0.056200,0.029621,0.480861,0.007213,0.147808,4.003358,0.896449,0.571500,0.400176,0.406152,0.434862,0.224255,0.246609,0.286479,0.235110,0.230008,0.176330,0.169438,0.014003,0.012349,0.052663,0.015442,0.026101,0.007954,0.050474,0.006908,0.005601,0.018226,0.020613,0.005153,0.012468,0.075055,0.021461,0.486280,0.068311,0.029726,0.610343,0.007297,0.191303,2.954598,0.935755,0.583290,0.429924,0.489482,0.440607,0.267127,0.270160,0.288589,0.315460,0.322311,0.220948,0.196235,0.015954,0.017887,0.057853,0.022402,0.034175,0.012423,0.052320,0.009657,0.007589,0.024986,0.024684,0.006765,0.013365,speech
0.127193,0.009123,2.868864,0.257895,0.243839,1.182598,0.013816,0.203917,-33.416822,1.759477,-0.118239,0.334257,-0.006013,0.114884,0.118517,0.161001,-0.053039,0.083768,-0.003172,0.177110,0.001520,0.004466,0.002163,0.097956,0.009275,0.015410,0.007679,0.094340,0.003483,0.008766,0.018394,0.023924,0.002261,0.042842,0.010401,-0.000000,-0.072672,0.007564,0.005150,0.001823,0.000611,0.000833,-0.295424,-0.079694,0.024972,-0.021822,0.014951,-0.100038,-0.077102,0.022033,0.049099,-0.011255,0.011581,0.034113,-0.024422,-0.000575,-0.000071,0.021609,-0.000686,-0.001186,-0.000662,-0.013422,-0.000163,-0.000063,-0.001127,0.003506,0.000286,0.000364,0.033899,0.013806,0.312445,0.032372,0.030601,0.311414,0.007457,0.078711,4.241279,0.621944,0.497760,0.248540,0.310901,0.222486,0.206152,0.193044,0.194535,0.121096,0.121025,0.116228,0.168753,0.004264,0.001869,0.038772,0.010312,0.019165,0.011185,0.069169,0.007998,0.009658,0.020473,0.017899,0.001676,0.015623,0.037592,0.016264,0.384119,0.029218,0.019905,0.403652,0.008489,0.098879,2.067838,0.463113,0.544238,0.363487,0.375963,0.376562,0.253388,0.259908,0.211111,0.180363,0.150993,0.210442,0.247388,0.005116,0.002746,0.046087,0.012929,0.027335,0.015683,0.090654,0.010964,0.012487,0.024708,0.023525,0.002341,0.016432,speech
0.096015,0.015715,2.781721,0.211324,0.220269,0.987566,0.019047,0.147375,-29.074563,2.592871,-0.046022,0.124727,0.053381,0.127392,0.170529,0.142793,-0.022106,0.063042,-0.107241,0.127658,-0.035409,0.015720,0.004833,0.068501,0.015499,0.025316,0.012849,0.089215,0.002544,0.004932,0.013401,0.018700,0.006585,0.039461,-0.000652,-0.000069,-0.000507,0.000471,0.000610,-0.007937,0.000023,-0.001650,-0.051464,-0.013721,0.007031,0.003961,0.002088,0.004496,0.000996,-0.008687,-0.003978,0.001134,0.002087,0.002499,0.002885,-0.000040,-0.000078,0.000687,-0.000079,-0.000241,-0.000002,0.001222,-0.000002,0.000001,-0.000106,0.000084,-0.000326,0.000318,0.036972,0.020040,0.440453,0.047339,0.039751,0.466754,0.010580,0.088195,4.543947,0.864977,0.649965,0.306163,0.352101,0.358031,0.325039,0.260901,0.282816,0.221472,0.195419,0.181609,0.155856,0.021352,0.006555,0.053199,0.019402,0.024739,0.013571,0.089868,0.004813,0.006711,0.015038,0.019054,0.010116,0.020368,0.041677,0.022425,0.628600,0.054130,0.035432,0.579260,0.012900,0.110113,2.818246,0.808465,0.694018,0.399945,0.391910,0.321013,0.407387,0.296564,0.330013,0.259027,0.262088,0.236858,0.218836,0.022451,0.009281,0.067521,0.025705,0.028354,0.017668,0.090396,0.006699,0.008210,0.018106,0.024535,0.016123,0.021991,speech
0.113381,0.007977,2.850369,0.219837,0.225971,1.013265,0.013971,0.166139,-32.282641,2.122997,0.034634,0.188143,-0.085111,0.369759,0.139401,0.202185,-0.058826,0.023208,-0.102561,0.056294,-0.050708,0.009719,0.003779,0.066599,0.009829,0.019894,0.011512,0.132048,0.004171,0.005094,0.008077,0.021928,0.003757,0.045281,-0.002938,-0.000000,0.002295,-0.001370,0.000853,-0.035364,0.000405,-0.006361,-0.092245,-0.008479,0.023346,-0.003636,0.005154,-0.011765,-0.002490,-0.001133,0.000137,0.007445,0.010341,0.001885,-0.002524,-0.000135,-0.000145,0.000184,-0.000125,-0.000646,-0.000213,0.004994,-0.000078,-0.000057,-0.000262,-0.000301,-0.000186,0.001238,0.049191,0.012247,0.289724,0.041036,0.017545,0.461582,0.007639,0.118941,3.844945,0.604275,0.467784,0.328582,0.351106,0.335693,0.181714,0.233269,0.212193,0.195047,0.139479,0.195365,0.143097,0.010810,0.003714,0.046703,0.011566,0.016956,0.014860,0.070915,0.007236,0.007689,0.008056,0.022526,0.004750,0.020392,0.048878,0.011560,0.461510,0.048036,0.020006,0.443465,0.008518,0.123796,2.158999,0.684988,0.468495,0.353004,0.423807,0.325559,0.234346,0.296462,0.312640,0.264306,0.160162,0.240227,0.165809,0.012619,0.004386,0.061161,0.015759,0.022614,0.020513,0.074517,0.009808,0.010365,0.010575,0.024949,0.006476,0.021375,speech
0.114593,0.024430,2.919980,0.241759,0.248213,0.906897,0.017662,0.176311,-30.041013,2.126025,0.391160,0.229081,0.220902,0.133858,0.017908,0.189000,0.004608,0.079369,-0.048401,0.092530,0.009817,0.010060,0.002072,0.068817,0.009847,0.030009,0.014795,0.110994,0.002540,0.002860,0.010330,0.021786,0.003906,0.045463,0.000782,-0.000045,0.003191,0.001139,0.000866,0.007264,0.000145,0.001598,-0.146203,-0.019531,0.000737,-0.004530,-0.004050,-0.005003,0.006745,0.007158,-0.003342,-0.002942,0.003173,-0.001693,-0.000561,0.000193,0.000008,0.001668,-0.000003,0.000204,-0.000008,-0.003872,0.000009,-0.000019,-0.000439,-0.000294,-0.000019,-0.000937,0.070937,0.028192,0.257727,0.060600,0.034066,0.577185,0.012596,0.162047,3.633871,0.747744,0.750285,0.268228,0.209953,0.296454,0.319000,0.182012,0.248795,0.184266,0.178227,0.146603,0.138369,0.015036,0.002167,0.048959,0.018331,0.032166,0.018577,0.086910,0.006098,0.002720,0.014214,0.022816,0.005492,0.017157,0.082860,0.025330,0.348339,0.070363,0.033046,0.671982,0.015695,0.211709,1.907637,0.730202,0.665617,0.336410,0.298656,0.261979,0.383354,0.249439,0.322480,0.235931,0.239973,0.207752,0.211815,0.016622,0.002753,0.051886,0.025913,0.040447,0.026536,0.099153,0.007952,0.003863,0.019251,0.030933,0.007574,0.021009,speech
0.171721,0.012249,2.811338,0.263060,0.229272,1.523275,0.013931,0.280056,-29.324424,2.003561,-0.407428,0.161498,0.144085,0.014145,0.235519,0.192774,-0.137189,0.023922,-0.080623,0.066063,0.018851,0.013064,0.007103,0.047021,0.013243,0.024401,0.013243,0.061059,0.008887,0.005002,0.012633,0.029733,0.005941,0.029141,-0.000989,-0.000176,0.000301,-0.000443,0.000456,-0.012836,0.000071,-0.002944,-0.075099,-0.000090,0.016914,0.002748,0.004111,0.006129,-0.008421,-0.008762,-0.002621,0.002136,-0.001245,0.000451,-0.003066,0.000128,-0.000078,0.000460,-0.000095,-0.000311,-0.000037,0.001796,-0.000038,0.000042,0.000040,-0.000324,-0.000135,0.000194,0.089029,0.016610,0.464736,0.065875,0.045880,0.473243,0.007600,0.168419,4.833739,0.773795,0.728455,0.450184,0.378320,0.315935,0.269703,0.249664,0.317894,0.244764,0.207985,0.188396,0.158161,0.013446,0.014007,0.035859,0.015165,0.022873,0.014913,0.051883,0.017494,0.004307,0.012830,0.027386,0.007731,0.012967,0.099072,0.019704,0.693485,0.067475,0.043980,0.648989,0.008854,0.201161,2.850449,0.772938,0.867902,0.453094,0.452946,0.327986,0.335266,0.279278,0.347449,0.267757,0.245905,0.242848,0.219909,0.018820,0.018822,0.043894,0.020343,0.028933,0.020087,0.055477,0.023561,0.005613,0.018002,0.031000,0.011290,0.015238,speech
0.129031,0.003579,2.899704,0.266949,0.250480,1.253241,0.012151,0.226972,-31.884390,1.734229,0.282614,0.065276,-0.043365,0.350043,0.075683,0.153016,-0.028394,0.137988,-0.165063,0.126386,-0.020960,0.009899,0.002314,0.078980,0.016479,0.026692,0.008411,0.099633,0.002468,0.003814,0.006858,0.022984,0.005195,0.043481,-0.000070,-0.000001,-0.004589,0.000617,0.000947,-0.004669,0.000296,-0.001111,-0.090809,-0.011523,0.008160,-0.001079,-0.001532,-0.012781,-0.002461,-0.005990,-0.002729,-0.000782,0.005681,-0.000047,-0.003059,-0.000019,-0.000019,-0.001533,-0.000033,-0.000292,0.000011,0.006154,-0.000061,0.000001,-0.000039,-0.000001,-0.000011,0.000845,0.046854,0.005412,0.345163,0.044398,0.029730,0.521692,0.008211,0.166927,3.600948,0.590834,0.701442,0.376703,0.265403,0.356839,0.293632,0.277110,0.219980,0.197408,0.217164,0.168832,0.144744,0.012193,0.002502,0.051800,0.020140,0.028252,0.011263,0.085945,0.002718,0.004872,0.006433,0.020352,0.008232,0.019206,0.052764,0.006646,0.498032,0.052685,0.029974,0.499467,0.011477,0.171420,1.915420,0.609643,0.602242,0.411460,0.320735,0.379041,0.262747,0.302633,0.282271,0.232186,0.212361,0.199933,0.189458,0.014126,0.003377,0.048382,0.020775,0.034543,0.014240,0.071617,0.003093,0.005990,0.008081,0.024603,0.009429,0.018437,speech
0.122383,0.016598,2.787080,0.234114,0.230525,1.157027,0.013386,0.214210,-28.082990,2.267250,0.216755,0.019929,-0.044330,0.297900,0.062502,0.159068,-0.110843,0.085910,-0.072899,0.095377,-0.117744,0.011023,0.005308,0.053724,0.018869,0.028092,0.012800,0.084164,0.005165,0.004918,0.015010,0.026881,0.003149,0.034047,-0.001660,-0.000057,0.005319,-0.001010,0.000279,-0.018404,0.000667,-0.003892,-0.144932,-0.017389,0.013146,0.008324,-0.000704,-0.002713,-0.004148,-0.006161,0.003016,0.001859,0.001913,-0.009768,0.000121,-0.000391,-0.000011,-0.000913,-0.000147,-0.000108,-0.000290,0.005432,-0.000032,-0.000029,-0.000169,-0.000841,-0.000031,0.001202,0.063528,0.018484,0.427742,0.050890,0.034639,0.464407,0.007802,0.146647,3.517283,0.731938,0.686953,0.299665,0.311224,0.322222,0.220165,0.299071,0.239836,0.191072,0.166403,0.190004,0.156411,0.009206,0.006677,0.038702,0.022254,0.023698,0.015342,0.062419,0.008762,0.005976,0.012809,0.025088,0.002929,0.014045,0.074043,0.021290,0.593553,0.058896,0.032408,0.570164,0.008777,0.177184,2.324531,0.832354,0.682639,0.394844,0.369045,0.364689,0.291500,0.315790,0.302859,0.223431,0.211801,0.245330,0.192521,0.012872,0.007759,0.055411,0.025276,0.029629,0.020764,0.057346,0.010642,0.008169,0.015582,0.029312,0.004247,0.013671,speech
